2.0,1.0,1.0,74.0,31004.0,0.717066,76.815857,450.072935,536.887969,1283.68542,1605.558485,1052.890242,7.924708,5.859763,8.045388,10.133584,160.554883,163.218502,5.548803,2044.356167,8095.571176,1.712285,2494.678414,170.909426,30.331892,1316.057788,119.708097,119.716359,13.650245,8.190147,110.910055,117.494683,18.989701,8.702417,27.915843,38.393273,-0.000638,0.0,0.0
2.0,1.0,1.0,74.0,31003.0,0.717066,76.815857,450.077015,536.896108,1283.781238,1605.208351,1052.63279,7.925504,5.860038,8.046197,10.134488,160.594683,163.260499,5.550409,2044.524958,8095.9837,1.71176,2494.108571,170.953402,30.3398,1316.217114,119.749489,119.749585,13.65417,8.192502,110.948487,117.53483,18.989216,8.718469,27.922266,38.371973,-0.000638,0.0,0.0
2.0,1.0,1.0,74.0,31003.0,0.717129,76.640076,450.084095,536.835385,1283.040996,1602.240073,1050.590192,7.923349,5.860361,8.044009,10.130514,160.245209,162.919084,5.541177,2043.639236,8094.006686,1.703683,2489.610012,170.595899,30.277147,1315.749746,119.634383,119.61184,13.637899,8.182739,110.812657,117.393698,18.998043,8.689424,28.023704,38.274214,-0.000638,0.0,0.0
2.0,1.0,1.0,74.0,31005.0,0.717381,76.552193,450.105883,536.741382,1282.689615,1603.050713,1051.374149,7.920301,5.861174,8.040915,10.124444,160.116473,162.781357,5.539272,2042.380184,8092.477019,1.704555,2490.973763,170.451683,30.248819,1315.239249,119.48979,119.495271,13.624129,8.174477,110.693716,117.267723,19.02276,8.662014,27.989154,38.324581,-0.000638,0.0,0.0
2.0,1.0,1.0,74.0,31005.0,0.717633,76.552193,450.134229,536.736443,1282.882336,1603.768681,1051.957115,7.921289,5.86247,8.041918,10.124703,160.217222,162.879047,5.543605,2042.266973,8092.950574,1.706546,2492.069836,170.553975,30.265518,1315.454201,119.522673,119.531659,13.628427,8.177056,110.735313,117.309926,19.032264,8.682328,27.954772,38.345222,-0.000638,0.0,0.0
2.0,1.0,1.0,74.0,31003.0,0.717066,76.376411,450.078038,536.609284,1282.076039,1600.062335,1049.38859,7.916139,5.860081,8.036689,10.116852,159.827418,162.500005,5.533692,2041.475219,8090.942551,1.696691,2486.424821,170.157074,30.196229,1314.614654,119.40941,119.387303,13.611375,8.166825,110.596688,117.16553,19.03924,8.673095,28.075086,38.216761,-0.000638,0.0,0.0
2.0,1.0,1.0,74.0,31003.0,0.717192,76.376411,450.091618,536.532265,1282.015713,1602.697662,1051.475999,7.913753,5.860704,8.034267,10.112147,159.848879,162.506618,5.536183,2040.5115,8090.054763,1.702222,2490.591623,170.163998,30.194163,1314.253728,119.299888,119.31728,13.603104,8.161862,110.518152,117.081202,19.060434,8.652661,27.982738,38.336204,-0.000638,0.0,0.0
2.0,1.0,1.0,74.0,31004.0,0.717066,76.376411,450.073672,536.514857,1282.148687,1602.057581,1051.024112,7.913335,5.859796,8.033842,10.111305,159.894055,162.555181,5.538606,2040.780384,8090.672396,1.701058,2489.559866,170.214849,30.203234,1314.280468,119.358266,119.359116,13.608046,8.164827,110.569365,117.134135,19.059891,8.686847,27.993413,38.299167,-0.000638,0.0,0.0
2.0,1.0,1.0,74.0,31004.0,0.717381,76.376411,450.109079,536.550995,1282.160337,1602.380133,1051.261882,7.915178,5.86141,8.035714,10.113618,159.906041,162.566678,5.538988,2040.736306,8090.656228,1.701894,2490.067974,170.226887,30.205378,1314.511657,119.364134,119.363232,13.608532,8.165119,110.567954,117.13279,19.060442,8.67863,27.990731,38.315124,-0.000638,0.0,0.0
2.0,1.0,1.0,74.0,31004.0,0.71757,76.376411,450.131953,536.580923,1282.25018,1602.390004,1051.250881,7.916703,5.862452,8.037262,10.11561,159.946684,162.608024,5.540012,2040.83182,8090.961092,1.702145,2490.064398,170.270182,30.213092,1314.740185,119.388845,119.388618,13.611531,8.166918,110.59518,117.161481,19.060289,8.680573,27.989609,38.311024,-0.000638,0.0,0.0
2.0,1.0,1.0,74.0,31005.0,0.717633,76.376411,450.135262,536.588487,1282.255713,1602.312916,1051.178458,7.916891,5.862517,8.037452,10.11593,159.944768,162.606809,5.539636,2040.869451,8091.011223,1.701987,2489.942879,170.26891,30.213033,1314.763572,119.391995,119.391238,13.61184,8.167104,110.597003,117.163484,19.059557,8.680191,27.994238,38.30793,-0.000638,0.0,0.0
2.0,1.0,1.0,74.0,31003.0,0.717507,76.376411,450.128645,536.581723,1282.233919,1602.255961,1051.135399,7.916734,5.862388,8.037293,10.115762,159.93854,162.600751,5.539395,2040.858471,8090.949176,1.701855,2489.857688,170.262566,30.211955,1314.745056,119.389604,119.389324,13.611614,8.166968,110.594798,117.161224,19.059337,8.679437,27.996064,38.30645,-0.000638,0.0,0.0
2.0,1.0,1.0,74.0,31004.0,0.717381,76.288521,450.109816,536.524143,1281.819499,1600.634788,1050.025161,7.914185,5.861443,8.034706,10.111861,159.739893,162.405823,5.534189,2040.376148,8089.825802,1.697344,2487.399845,170.058453,30.176073,1314.305645,119.316255,119.305644,13.601729,8.161038,110.514305,117.077397,19.063979,8.666925,28.047586,38.252432,-0.000638,0.0,0.0
2.0,1.0,1.0,74.0,31004.0,0.717255,76.288521,450.09514,536.46488,1281.778713,1601.747675,1050.916689,7.91192,5.860776,8.032406,10.10818,159.741082,162.40015,5.535141,2039.933715,8089.392263,1.69959,2489.162265,170.052513,30.173448,1313.989936,119.259793,119.268415,13.597331,8.158399,110.475077,117.035197,19.073833,8.66213,28.004982,38.302762,-0.000638,0.0,0.0
2.0,1.0,1.0,74.0,31003.0,0.717255,76.288521,450.098916,536.467101,1281.843471,1601.609931,1050.830452,7.912458,5.861035,8.032952,10.108673,159.770705,162.430779,5.536647,2040.021399,8089.647971,1.699465,2488.933869,170.084585,30.179052,1314.09956,119.288798,119.289814,13.599859,8.159916,110.499486,117.060431,19.074252,8.674718,28.006019,38.292842,-0.000638,0.0,0.0
2.0,1.0,1.0,74.0,31003.0,0.717444,76.288521,450.121128,536.491509,1281.87929,1601.74532,1050.927994,7.913732,5.862049,8.034246,10.110278,159.789576,162.449757,5.537269,2040.037084,8089.750341,1.699899,2489.14103,170.104458,30.182597,1314.272849,119.300829,119.300601,13.601133,8.16068,110.508364,117.069818,19.074444,8.672825,28.004881,38.298099,-0.000638,0.0,0.0
2.0,1.0,1.0,74.0,31002.0,0.717381,76.288521,450.118125,536.491098,1281.889638,1601.632087,1050.838775,7.913805,5.862002,8.03432,10.110415,159.794029,162.454916,5.53735,2040.077084,8089.81747,1.6997,2488.960815,170.10986,30.183665,1314.293514,119.307475,119.307006,13.60189,8.161134,110.515352,117.077219,19.07391,8.674991,28.008223,38.292537,-0.000638,0.0,0.0
2.0,1.0,1.0,74.0,31002.0,0.71757,76.288521,450.139377,536.514231,1281.92181,1601.795595,1050.953541,7.914982,5.862971,8.035515,10.111912,159.812139,162.472757,5.537808,2040.07881,8089.890291,1.70017,2489.211915,170.128541,30.186931,1314.451729,119.315568,119.315292,13.602869,8.161721,110.522424,117.084697,19.074289,8.671617,28.004978,38.298794,-0.000638,0.0,0.0
2.0,1.0,1.0,74.0,31002.0,0.71757,76.288521,450.13982,536.517944,1281.941585,1601.70257,1050.875625,7.915141,5.862991,8.035676,10.112163,159.818832,162.480088,5.537873,2040.125073,8089.984196,1.700013,2489.061467,170.136217,30.188387,1314.481815,119.32258,119.322278,13.603694,8.162216,110.530193,117.092903,19.073805,8.6735,28.007686,38.29365,-0.000638,0.0,0.0
2.0,1.0,1.0,74.0,31002.0,0.71757,76.11274,450.139525,536.443235,1281.155231,1598.619124,1048.758716,7.912362,5.862977,8.032854,10.107295,159.449492,162.1187,5.528096,2039.169124,8087.864752,1.691594,2484.38785,169.757802,30.121963,1313.923372,119.195568,119.173364,13.586104,8.151662,110.384074,116.940863,19.083722,8.643554,28.111713,38.192283,-0.000638,0.0,0.0
2.0,1.0,1.0,74.0,31002.0,0.717444,76.11274,450.125356,536.350057,1281.133596,1600.780628,1050.468751,7.908978,5.862332,8.029419,10.101557,159.47699,162.133459,5.530359,2038.387134,8087.222858,1.696102,2487.801135,169.773256,30.121757,1313.45913,119.100947,119.117593,13.579516,8.147709,110.325099,116.877221,19.102178,8.63396,28.029172,38.287452,-0.000638,0.0,0.0
2.0,1.0,1.0,74.0,31003.0,0.717633,76.11274,450.143267,536.368259,1281.296809,1600.523972,1050.294546,7.910381,5.863058,8.030844,10.102994,159.54453,162.203128,5.533297,2038.602131,8087.846947,1.695907,2487.36681,169.846207,30.134546,1313.719849,119.163607,119.164744,13.585085,8.151051,110.378888,116.932901,19.102873,8.659381,28.030982,38.266846,-0.000638,0.0,0.0
2.0,1.0,1.0,74.0,31002.0,0.717633,76.024849,450.147053,536.336896,1280.897667,1598.910629,1049.182133,7.909395,5.863321,8.029842,10.101098,159.358141,162.021502,5.528399,2038.141141,8086.800054,1.691596,2484.921262,169.656023,30.101344,1313.495381,119.105666,119.094024,13.576732,8.146039,110.307764,116.859103,19.107243,8.6442,28.088299,38.214205,-0.000638,0.0,0.0
